16526	 334	19
16528	 334	19
16530	 335	19
16532	 334	19
16534	 335	19
16536	 333	19
16539	 334	19
16541	 334	19
16543	 334	19
16545	 333	19
16547	 335	19
16550	 333	19
16552	 334	19
16554	 333	19
16556	 334	19
16558	 334	19
16561	 335	19
16563	 335	19
16565	 334	19
16567	 333	19
16569	 335	19
16572	 334	19
16574	 335	19
16576	 335	19
16578	 335	19
16580	 335	19
16583	 333	19
16585	 334	19
16587	 335	19
16589	 335	19
16591	 334	19
16593	 334	19
16596	 335	19
16598	 334	19
16600	 335	19
16602	 333	19
16604	 334	19
16607	 334	19
16609	 333	19
16611	 334	19
16613	 334	19
16615	 334	19
16618	 334	19
16620	 334	19
16622	 333	19
16624	 334	19
16626	 334	19
16629	 333	19
16631	 333	19
16633	 334	19
16635	 335	19
16637	 333	19
16640	 334	19
16642	 334	19
16644	 334	19
16646	 334	19
16648	 334	19
16650	 334	19
16653	 334	19
16655	 334	19
16657	 333	19
16659	 333	19
16661	 334	19
16664	 334	19
16666	 334	19
16668	 333	19
16670	 333	19
16672	 334	19
16675	 334	19
16677	 334	19
16679	 333	19
16681	 334	19
16683	 333	19
16686	 333	19
16688	 334	19
16690	 333	19
16692	 334	19
16694	 334	19
16697	 335	19
16699	 334	19
16701	 334	19
16703	 333	19
16705	 334	19
16707	 334	19
16710	 333	19
16712	 335	19
16714	 334	19
16716	 334	19
16718	 333	19
16721	 334	19
16723	 334	19
16725	 333	19
16727	 333	19
16729	 334	19
16732	 335	19
16734	 333	19
16736	 335	19
16738	 333	19
16740	 334	19
16743	 334	19
16745	 333	19
16747	 334	19
16749	 333	19
16751	 334	19
16754	 334	19
16756	 334	19
16758	 334	19
16760	 334	19
16762	 334	19
16764	 334	19
16767	 336	19
16769	 334	19
16771	 334	19
16773	 333	19
16775	 334	19
16778	 333	19
16780	 333	19
16782	 334	19
16784	 333	19
16786	 334	19
16789	 334	19
16791	 334	19
16793	 335	19
16795	 333	19
16797	 334	19
16800	 333	19
16802	 333	19
16804	 334	19
16806	 334	19
16808	 334	19
16811	 334	19
16813	 334	19
16815	 333	19
16817	 335	19
16819	 333	19
16821	 334	19
16824	 334	19
16826	 335	19
16828	 335	19
16830	 334	19
16832	 334	19
16835	 333	19
16837	 335	19
16839	 334	19
16841	 334	19
16843	 334	19
16846	 334	19
16848	 334	19
16850	 334	19
16852	 333	19
16854	 334	19
16857	 334	19
16859	 333	19
16861	 335	19
16863	 333	19
16865	 334	19
16868	 334	19
16870	 334	19
16872	 334	19
16874	 334	19
16876	 334	19
16878	 334	19
16881	 335	19
16883	 334	19
16885	 334	19
16887	 334	19
16889	 334	19
16892	 334	19
16894	 333	19
16896	 333	19
16898	 333	19
16900	 334	19
16903	 333	19
16905	 332	18
16907	 334	19
16909	 334	19
16911	 333	19
16914	 333	19
16916	 334	19
16918	 335	19
16920	 334	19
16922	 333	19
16925	 335	19
16927	 333	19
16929	 334	19
16931	 334	19
16933	 334	19
16935	 333	19
16938	 333	19
16940	 333	19
16942	 334	19
16944	 334	19
16946	 335	19
16949	 333	19
16951	 333	19
16953	 334	19
16955	 334	19
16957	 333	19
16960	 335	19
16962	 333	19
16964	 333	19
16966	 334	19
16968	 335	19
16971	 334	19
16973	 334	19
16975	 333	19
16977	 334	19
16979	 334	19
16982	 334	19
16984	 333	19
16986	 334	19
16988	 334	19
16990	 334	19
16992	 335	19
16995	 334	19
16997	 334	19
16999	 334	19
17001	 335	19
17003	 334	19
17006	 334	19
17008	 334	19
17010	 334	19
17012	 334	19
17014	 333	19
17017	 333	19
17019	 333	19
17021	 333	19
17023	 333	19
17025	 333	19
17028	 334	19
17030	 334	19
17032	 333	19
17034	 335	19
17036	 347	21
17039	 349	21
17041	 346	20
17043	 350	21
17045	 347	21
17047	 350	21
17049	 355	22
17052	 347	21
17054	 352	21
17056	 345	20
17058	 346	20
17060	 352	21
17063	 347	21
17065	 347	21
17067	 347	21
17069	 347	21
17071	 353	21
17074	 361	23
17076	 365	23
17078	 359	22
17080	 371	24
17082	 350	21
17085	 355	22
17087	 358	22
17089	 354	22
17091	 373	24
17093	 369	24
17096	 370	24
17098	 353	21
17100	 347	21
17102	 367	23
17104	 357	22
17106	 351	21
17109	 360	22
17111	 347	21
17113	 361	23
17115	 348	21
17117	 333	19
17120	 341	20
17122	 340	20
17124	 332	18
17126	 332	18
17128	 355	22
17131	 414	30
17133	 379	25
17135	 377	25
17137	 438	34
17139	 441	34
17142	 453	36
17144	 430	32
17146	 402	28
17148	 394	27
17150	 409	29
17153	 425	32
17155	 393	27
17157	 394	27
17159	 351	21
17161	 321	17
17164	 324	17
17166	 332	18
17168	 338	19
17170	 327	18
17172	 338	19
17174	 322	17
17177	 330	18
17179	 332	18
17181	 343	20
17183	 335	19
17185	 339	19
17188	 333	19
17190	 323	17
17192	 325	17
17194	 332	18
17196	 321	17
17199	 320	17
17201	 318	16
17203	 343	20
17205	 359	22
17207	 350	21
17210	 348	21
17212	 362	23
17214	 315	16
17216	 328	18
17218	 334	19
17221	 341	20
17223	 337	19
17225	 355	22
17227	 367	23
17229	 372	24
17231	 451	35
17234	 345	20
17236	 419	31
17238	 407	29
17240	 369	24
17242	 327	18
17245	 317	16
17247	 321	17
17249	 334	19
17251	 343	20
17253	 311	15
17256	 290	12
17258	 302	14
17260	 305	15
17262	 286	12
17264	 267	9
17266	 281	11
17269	 321	17
17271	 280	11
17273	 288	12
17275	 309	15
17277	 281	11
17280	 280	11
17282	 271	10
17284	 289	12
17286	 293	13
17288	 283	11
17291	 259	8
17293	 251	7
17295	 282	11
17297	 273	10
17299	 288	12
17301	 277	11
17304	 252	7
17306	 257	8
17308	 253	7
17310	 240	5
17312	 243	6
17314	 243	6
17316	 241	5
17318	 237	5
17320	 239	5
17322	 243	6
17325	 247	6
17327	 251	7
17329	 271	10
17331	 241	5
17333	 235	5
17335	 237	5
17337	 247	6
17339	 247	6
17341	 244	6
17343	 251	7
17346	 274	10
17348	 267	9
17350	 259	8
17352	 261	8
17354	 261	8
17356	 248	6
17358	 221	3
17360	 241	5
17362	 233	4
17365	 235	5
17367	 245	6
17369	 235	5
17371	 217	2
17373	 206	0
17375	 207	1
17377	 221	3
17379	 212	1
17381	 211	1
17383	 212	1
17385	 223	3
17388	 215	2
17390	 231	4
17392	 213	1
17394	 206	0
17396	 203	0
17398	 201	0
17400	 202	0
17402	 216	2
17404	 204	0
17406	 204	0
17409	 204	0
17411	 205	0
17413	 209	1
17415	 211	1
17417	 203	0
17419	 202	0
17421	 200	0
17423	 208	1
17425	 214	2
17427	 206	0
17430	 206	0
17432	 206	0
17434	 200	0
17436	 208	1
17438	 209	1
17440	 205	0
17442	 201	0
17444	 207	1
17446	 208	1
17448	 208	1
17450	 203	0
17453	 203	0
17455	 202	0
17457	 200	0
17459	 195	0
17461	 200	0
17463	 202	0
17465	 202	0
17467	 200	0
17469	 200	0
17471	 197	0
17474	 200	0
17476	 199	0
17478	 209	1
17480	 205	0
17482	 207	1
17484	 207	1
17486	 215	2
17488	 208	1
17490	 204	0
17492	 204	0
17494	 202	0
17497	 202	0
17499	 199	0
17501	 202	0
17503	 202	0
17505	 201	0
17507	 202	0
17509	 201	0
17511	 201	0
17513	 203	0
17515	 200	0
17518	 201	0
17520	 200	0
17522	 198	0
17524	 198	0
17526	 197	0
17528	 198	0
17530	 199	0
17532	 209	1
17534	 219	2
17536	 221	3
17539	 221	3
17541	 218	2
17543	 206	0
17545	 203	0
17547	 202	0
17549	 200	0
17551	 200	0
17553	 201	0
17555	 200	0
17557	 202	0
17559	 199	0
17562	 200	0
17564	 200	0
17566	 200	0
17568	 198	0
17570	 199	0
17572	 197	0
17574	 199	0
17576	 198	0
17578	 198	0
17580	 204	0
17583	 218	2
17585	 229	4
17587	 213	1
17589	 220	2
17591	 205	0
17593	 194	0
17595	 191	-1
17597	 192	-1
17599	 188	-1
17602	 191	-1
17604	 198	0
17606	 194	0
17608	 203	0
17610	 212	1
17612	 203	0
17614	 213	1
17616	 219	2
17619	 213	1
17621	 225	3
17623	 214	2
17625	 219	2
17627	 216	2
17629	 211	1
17631	 206	0
17633	 206	0
17635	 204	0
17637	 205	0
17639	 204	0
17642	 204	0
17644	 203	0
17646	 201	0
17648	 206	0
17650	 206	0
17652	 206	0
17654	 212	1
17656	 210	1
17658	 211	1
17660	 203	0
17663	 206	0
17665	 200	0
17667	 200	0
17669	 213	1
17671	 202	0
17673	 191	-1
17675	 196	0
17677	 210	1
17679	 210	1
17681	 212	1
17684	 203	0
17686	 205	0
17688	 205	0
17690	 206	0
17692	 215	2
17694	 225	3
17696	 224	3
17698	 239	5
17700	 241	5
17702	 240	5
17704	 236	5
17707	 231	4
17709	 227	3
17711	 222	3
17713	 220	2
17715	 232	4
17717	 222	3
17719	 219	2
17721	 227	3
17723	 243	6
17725	 236	5
17727	 238	5
17730	 235	5
17732	 241	5
17734	 245	6
17736	 238	5
17738	 235	5
17740	 247	6
17742	 258	8
17744	 250	7
17746	 262	8
17748	 252	7
17750	 253	7
17753	 243	6
17755	 247	6
17757	 234	4
17759	 235	5
17761	 231	4
17763	 234	4
17765	 239	5
17767	 241	5
17769	 249	7
17771	 239	5
17773	 246	6
17776	 243	6
17778	 244	6
17780	 262	8
17782	 256	8
17784	 239	5
17786	 242	6
17788	 277	11
17790	 278	11
17793	 263	9
17795	 268	9
17797	 269	9
17799	 263	9
17801	 245	6
17803	 243	6
17805	 244	6
17807	 252	7
17809	 255	7
17811	 257	8
17813	 258	8
17816	 266	9
17818	 264	9
17820	 258	8
17822	 251	7
17824	 255	7
17826	 258	8
17828	 267	9
17830	 276	10
17832	 290	12
17835	 283	11
17837	 265	9
17839	 266	9
17841	 281	11
17843	 278	11
17845	 287	12
17848	 292	13
17850	 295	13
17852	 293	13
17854	 277	11
17856	 279	11
17859	 289	12
17861	 284	12
17863	 279	11
17865	 279	11
17867	 278	11
17869	 279	11
17872	 287	12
17874	 289	12
17876	 289	12
17878	 282	11
17880	 284	12
17883	 286	12
17885	 304	14
17887	 304	14
17889	 334	19
17891	 329	18
17893	 318	16
17896	 322	17
17898	 315	16
17900	 320	17
17902	 331	18
17904	 309	15
17907	 314	16
17909	 311	15
17911	 338	19
17913	 346	20
17915	 341	20
17918	 337	19
17920	 332	18
17922	 336	19
17924	 328	18
17926	 313	16
17928	 323	17
17931	 340	20
17933	 337	19
17935	 336	19
17937	 356	22
17939	 347	21
17942	 343	20
17944	 342	20
17946	 351	21
17948	 363	23
17950	 339	19
17953	 347	21
17955	 351	21
17957	 371	24
17959	 370	24
17961	 379	25
17963	 366	23
17966	 357	22
17968	 348	21
17970	 344	20
17972	 367	23
17974	 354	22
17977	 350	21
17979	 370	24
17981	 370	24
17983	 357	22
17985	 349	21
17988	 353	21
17990	 355	22
17992	 367	23
17994	 380	25
17996	 396	28
17998	 351	21
18001	 358	22
18003	 369	24
18005	 384	26
18007	 417	31
18009	 437	33
18012	 430	32
18014	 417	31
18016	 420	31
18018	 474	39
18020	 418	31
18023	 428	32
18025	 380	25
18027	 377	25
18029	 379	25
18031	 377	25
18033	 393	27
18036	 378	25
18038	 369	24
18040	 370	24
18042	 367	23
18044	 381	25
18047	 403	29
18049	 392	27
18051	 417	31
18053	 390	27
18055	 396	28
18058	 409	29
18060	 404	29
18062	 441	34
18064	 438	34
18066	 431	33
18068	 413	30
18071	 424	32
18073	 414	30
18075	 467	38
18077	 438	34
18079	 481	40
18082	 530	47
18084	 535	47
18086	 449	35
18088	 454	36
18090	 411	30
18093	 405	29
18095	 421	31
18097	 408	29
18099	 446	35
18101	 471	38
18103	 476	39
18106	 508	44
18108	 484	40
18110	 432	33
18112	 442	34
18114	 445	35
18117	 478	39
18119	 462	37
18121	 435	33
18123	 440	34
18125	 452	36
18128	 465	37
18130	 466	38
18132	 452	36
18134	 446	35
18136	 461	37
18138	 463	37
18141	 451	35
18143	 475	39
18145	 453	36
18147	 506	43
18149	 455	36
18152	 450	35
18154	 454	36
18156	 475	39
